algorithm,scenario,workload,seed,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,median_delay_s,std_delay_s,p5_delay_s,p95_delay_s,max_delay_s,mean_energy_j,median_energy_j,std_energy_j,p5_energy_j,p95_energy_j,max_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,action_0_count,collab_count,collaboration_ratio,coverage_failures,deadline_failures,action_sequence_sha256,run_id,checkpoint_path,checkpoint_sha256,realization_path,realization_sha256,git_commit
DDQN,grid_200m,20,43,200,200,0,1.0,0.6261020170604253,0.6276061509099945,0.24973953270069857,0.24070939620237783,1.0321248695950573,1.259129269095431,2.6458467556293193,2.819791572625393,1.8467799624647503,0.1470075676228971,5.940273977369194,6.398469725968071,0.6087254441041181,0.004488990158655657,0.012887582797651757,9,191,0.955,0,0,71f5d210b45eba8da22c170fd5d94b29e4b7c1844c5859ba842fbd4de8883e17,phase7_DDQN_grid_200m_w20_seed43,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w20_seed43\checkpoint.pt,086c42be26d53aaf1d0a860dffe4517f62ebcb76fd163d64552c38a3465839dc,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
Local,grid_200m,20,43,200,200,0,1.0,0.642919495063858,0.658849009668083,0.23726224941302482,0.26705856267191586,0.9881722453907992,1.2471752967583267,0.2741101993036568,0.27280771893790784,0.12243551663634201,0.07781665664607779,0.47843409099671147,0.5057497820276746,0.5850080785408613,0.005365202370364964,0.052546214152631714,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_grid_200m_w20_seed43,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
Greedy,grid_200m,20,43,200,200,0,1.0,0.6230886331003701,0.6308496561501721,0.2515388090739099,0.2324340788666375,1.0184779942580295,1.2546298838588794,3.127370471241156,2.981345618854967,1.6125309007630484,0.2849332351023469,5.913666001025318,6.70810023271601,0.6135406812602363,0.004301063715792439,0.005246888124341361,23,177,0.885,0,0,ba909b0c3c8fca0788ac2427190d299c076ae1bfa9105fc9d8075ccd88421c7d,phase7_Greedy_grid_200m_w20_seed43,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
wo_md,grid_200m,20,43,200,200,0,1.0,0.6664811819956714,0.6787822109533235,0.24259302085440385,0.2709823947255234,1.0404732202228553,1.2675747236054182,3.8090125251486056,3.4115262734903506,1.409729851078559,1.874200232704583,6.395196513154692,6.88497244739201,0.6203571017993109,0.004260206763954837,0.0418638734324056,0,200,1.0,0,0,7b65690b056c889c111fe842546830b5cf2f6a4cc885a9548e188f471e785c7e,phase7_wo_md_grid_200m_w20_seed43,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed43\checkpoint.pt,96d3ea59f160829eebd5bb4d6eed465cafec1bdfcce080e93e029a327b68ffac,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
wo_tp,grid_200m,20,43,200,200,0,1.0,0.6664811819956714,0.6787822109533235,0.24259302085440385,0.2709823947255234,1.0404732202228553,1.2675747236054182,3.8090125251486056,3.4115262734903506,1.409729851078559,1.874200232704583,6.395196513154692,6.88497244739201,0.6203571017993109,0.004260206763954837,0.0418638734324056,0,200,1.0,0,0,7b65690b056c889c111fe842546830b5cf2f6a4cc885a9548e188f471e785c7e,phase7_wo_tp_grid_200m_w20_seed43,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed43\checkpoint.pt,96d3ea59f160829eebd5bb4d6eed465cafec1bdfcce080e93e029a327b68ffac,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
wo_co,grid_200m,20,43,200,200,0,1.0,0.642919495063858,0.658849009668083,0.23726224941302482,0.26705856267191586,0.9881722453907992,1.2471752967583267,0.2741101993036568,0.27280771893790784,0.12243551663634201,0.07781665664607779,0.47843409099671147,0.5057497820276746,0.5850080785408613,0.005365202370364964,0.052546214152631714,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_grid_200m_w20_seed43,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_43.json,e31eb04b48a7312bb56f210f70415d62b484795687d109427d9ed1363903bcb7,4e25265
CoTOP,grid_200m,20,44,200,200,0,1.0,0.6411276350756004,0.6698675554848077,0.2489529613517664,0.2248555606974779,1.0176146058315874,1.1519749063690785,3.5295498141462063,3.2483739273021115,1.3539224857630796,1.5746446513044983,5.902415531206951,6.327799829681896,0.6116907587077723,0.004219551915438869,0.025217324452389233,0,200,1.0,0,0,6429afe8f42c1fe627775f8bc441ed2cd86b89c6964ce701c996124f96f0e5b9,phase7_CoTOP_grid_200m_w20_seed44,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed44\checkpoint.pt,dbb55d760a975e032dc49be26f2914ffe5ea3b2d8ec0fa877b7450ccabf17703,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
DDQN,grid_200m,20,44,200,200,0,1.0,0.617657044103008,0.6289692911709359,0.24833956749340902,0.2124414667137442,0.9856354708212864,1.1381684878002518,2.682382334987949,2.6677846173849415,1.8819932731530453,0.14649079298579426,5.853354584931867,6.473790992205151,0.6032190839161897,0.004519588407377682,0.009918371779440579,6,194,0.97,0,0,d6f3861aa000546b4473bb9d5bfd911199dcee32fdc2ebc1d321d12280ea8196,phase7_DDQN_grid_200m_w20_seed44,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w20_seed44\checkpoint.pt,3cdbc06cea9b2887ef2df7f43889a727a7c1fa7c7bd4102f80cc92971f091e7c,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
Local,grid_200m,20,44,200,200,0,1.0,0.6333336205661629,0.652341241612757,0.23455037113510674,0.2530339145077433,0.9766959141372878,1.1479755566455827,0.2661304660860628,0.26189995713677444,0.13261409420988754,0.06829411953076964,0.46688915834847394,0.5019577302553767,0.579056565227171,0.00520679800867582,0.04907025733031627,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_grid_200m_w20_seed44,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
Greedy,grid_200m,20,44,200,200,0,1.0,0.6154651482884524,0.6241571373909274,0.2494327885537037,0.20846739751649104,0.9914222650930742,1.1469508914195157,3.0034680504267066,2.907391802303116,1.6057270354961801,0.20528968318717353,5.629980199616624,6.173522068384435,0.6064299410705773,0.004254822745014647,0.004780384472860388,25,175,0.875,0,0,57e385dda83ed808daf4dfe002815a00a0451afedf2d72286fe4920abd63d403,phase7_Greedy_grid_200m_w20_seed44,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
wo_md,grid_200m,20,44,200,200,0,1.0,0.6411276350756004,0.6698675554848077,0.2489529613517664,0.2248555606974779,1.0176146058315874,1.1519749063690785,3.5295498141462063,3.2483739273021115,1.3539224857630796,1.5746446513044983,5.902415531206951,6.327799829681896,0.6116907587077723,0.004219551915438869,0.025217324452389233,0,200,1.0,0,0,6429afe8f42c1fe627775f8bc441ed2cd86b89c6964ce701c996124f96f0e5b9,phase7_wo_md_grid_200m_w20_seed44,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed44\checkpoint.pt,dbb55d760a975e032dc49be26f2914ffe5ea3b2d8ec0fa877b7450ccabf17703,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
wo_tp,grid_200m,20,44,200,200,0,1.0,0.6411276350756004,0.6698675554848077,0.2489529613517664,0.2248555606974779,1.0176146058315874,1.1519749063690785,3.5295498141462063,3.2483739273021115,1.3539224857630796,1.5746446513044983,5.902415531206951,6.327799829681896,0.6116907587077723,0.004219551915438869,0.025217324452389233,0,200,1.0,0,0,6429afe8f42c1fe627775f8bc441ed2cd86b89c6964ce701c996124f96f0e5b9,phase7_wo_tp_grid_200m_w20_seed44,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed44\checkpoint.pt,dbb55d760a975e032dc49be26f2914ffe5ea3b2d8ec0fa877b7450ccabf17703,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
wo_co,grid_200m,20,44,200,200,0,1.0,0.6333336205661629,0.652341241612757,0.23455037113510674,0.2530339145077433,0.9766959141372878,1.1479755566455827,0.2661304660860628,0.26189995713677444,0.13261409420988754,0.06829411953076964,0.46688915834847394,0.5019577302553767,0.579056565227171,0.00520679800867582,0.04907025733031627,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_grid_200m_w20_seed44,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_44.json,e024511ac1d2a4933a9b6fb14e0e68102efbc6764454fbdd2bb4387172fb61dd,4e25265
CoTOP,grid_200m,20,45,200,200,0,1.0,0.6497425732343419,0.6486421228230588,0.25476054651954694,0.2374213826380196,1.0472271436037783,1.2198358187252085,3.149750576239617,2.9931345219825998,1.8932321777691692,0.231110758390532,5.999006761695903,6.4258857418897835,0.619360765368098,0.0049332184379276955,0.025448589428315963,0,200,1.0,0,0,733e5e95e77c9ba3d0e1ea822ca4862142aa677cb8cb41148b6cbf731bb541f2,phase7_CoTOP_grid_200m_w20_seed45,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed45\checkpoint.pt,b2385fa89f6400766ae97414d08fde5f820ba75e5d8865e6fc11743eea620f38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
DDQN,grid_200m,20,45,200,200,0,1.0,0.640349067285068,0.6471691805555368,0.24760978593581762,0.23889287135584342,1.0232093373060331,1.2198358187252085,3.2411711725552976,3.044801849594037,1.5449912328580322,0.33960163699067775,5.849236846718876,6.91567187820307,0.620274971331255,0.00476390808195494,0.015310187871858241,7,193,0.965,0,0,d0173bdbc976208d9c72b1450202830a12afaad46db7d378f4c56c7dcc51cf55,phase7_DDQN_grid_200m_w20_seed45,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w20_seed45\checkpoint.pt,d0d0c6c3b475e7e977b6627337c8663c82ed9e7f2de9c8bf744d5556adbda01a,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
Local,grid_200m,20,45,200,200,0,1.0,0.6507339760045525,0.6592852806521734,0.23238800407379523,0.2625890220581376,0.9954974554392065,1.1927580270316407,0.2970549022854683,0.30932992997830533,0.13392802248980562,0.07840333783096383,0.4871891378730524,0.5065730200898614,0.5908338086285566,0.005822931283983656,0.05407723609201222,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_grid_200m_w20_seed45,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
Greedy,grid_200m,20,45,200,200,0,1.0,0.6287382921142789,0.6274886282431114,0.2521728218359009,0.22341449782889525,1.024287069746182,1.1927580270316407,3.089409999106642,2.9103159220641506,1.7440911586826549,0.1420359231839078,6.059488367257281,6.4258857418897835,0.6187573595967684,0.004688306541446035,0.005292625976064475,29,171,0.855,0,0,b28db64ee73e8348a9b5edf7344c37b3c41eaa2f38bdfa69a5e4ae52582ce2ac,phase7_Greedy_grid_200m_w20_seed45,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
wo_md,grid_200m,20,45,200,200,0,1.0,0.6497425732343419,0.6486421228230588,0.25476054651954694,0.2374213826380196,1.0472271436037783,1.2198358187252085,3.149750576239617,2.9931345219825998,1.8932321777691692,0.231110758390532,5.999006761695903,6.4258857418897835,0.619360765368098,0.0049332184379276955,0.025448589428315963,0,200,1.0,0,0,733e5e95e77c9ba3d0e1ea822ca4862142aa677cb8cb41148b6cbf731bb541f2,phase7_wo_md_grid_200m_w20_seed45,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed45\checkpoint.pt,b2385fa89f6400766ae97414d08fde5f820ba75e5d8865e6fc11743eea620f38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
wo_tp,grid_200m,20,45,200,200,0,1.0,0.6497425732343419,0.6486421228230588,0.25476054651954694,0.2374213826380196,1.0472271436037783,1.2198358187252085,3.149750576239617,2.9931345219825998,1.8932321777691692,0.231110758390532,5.999006761695903,6.4258857418897835,0.619360765368098,0.0049332184379276955,0.025448589428315963,0,200,1.0,0,0,733e5e95e77c9ba3d0e1ea822ca4862142aa677cb8cb41148b6cbf731bb541f2,phase7_wo_tp_grid_200m_w20_seed45,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed45\checkpoint.pt,b2385fa89f6400766ae97414d08fde5f820ba75e5d8865e6fc11743eea620f38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
wo_co,grid_200m,20,45,200,200,0,1.0,0.6507339760045525,0.6592852806521734,0.23238800407379523,0.2625890220581376,0.9954974554392065,1.1927580270316407,0.2970549022854683,0.30932992997830533,0.13392802248980562,0.07840333783096383,0.4871891378730524,0.5065730200898614,0.5908338086285566,0.005822931283983656,0.05407723609201222,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_grid_200m_w20_seed45,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_45.json,8fae691a7d4403db2c85398ce8793fd241bdbb8a02187e631badad45e28e64bc,4e25265
CoTOP,grid_200m,20,46,200,200,0,1.0,0.6357509498832262,0.6678977761378049,0.2611718571857843,0.20224276446714792,1.0058060643265352,1.185757132053258,1.8355941320347282,1.5720681140120765,1.7665783300000626,0.1081192034134516,5.383361871839065,6.3363513119669514,0.6150336472373062,0.004930907288265202,0.015786395357654616,91,109,0.545,0,0,f64840e2eaa53158d498c64af456ff571ebc631f19a5f5e64e5784c17e5362fe,phase7_CoTOP_grid_200m_w20_seed46,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed46\checkpoint.pt,abc55c3268263e77319142d241708d106b10c8d3be67a384d8a9dc28be54dc35,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
DDQN,grid_200m,20,46,200,200,0,1.0,0.6404318069686369,0.6619830299951153,0.2624778367666756,0.21185034420653598,1.0344352051307737,1.1824318629374477,2.627452322302564,2.524767796319848,1.9244138310629348,0.19063182326281575,5.7954920312156135,6.502420835002039,0.6229522291399846,0.00481483085909773,0.012664746969554521,14,186,0.93,0,0,62e9b7e6fd96e584fb5b1ff1bd165ab68c9f8ccd89779a10288d3082c6acd6c9,phase7_DDQN_grid_200m_w20_seed46,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w20_seed46\checkpoint.pt,707824dca02219c4db5223160dc5afa3afd0ed25b5185ce8413f274792d42d90,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
Local,grid_200m,20,46,200,200,0,1.0,0.6564455434000418,0.687431229608225,0.24819230870325282,0.24568826285416845,1.0035980907514561,1.185757132053258,0.28166492718625136,0.2685363288114411,0.13682469071273987,0.08225458209092311,0.48467260418512553,0.50946395920316,0.5994943551888215,0.005513399672687262,0.051437788538533,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_Local_grid_200m_w20_seed46,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
Greedy,grid_200m,20,46,200,200,0,1.0,0.6383924416074146,0.6561934973549541,0.26763679321672956,0.18789700550460933,1.0433825123499558,1.1947665578479092,3.234849582327335,2.9916048288307575,1.7205330588008736,0.3485054310229139,6.099160054393377,6.674337815887905,0.6290262017402324,0.004477004966315059,0.004889234900867127,21,179,0.895,0,0,1c905bd79913fff80becd6f51559805001353433ebd50813a4f5236b559c70d2,phase7_Greedy_grid_200m_w20_seed46,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
wo_md,grid_200m,20,46,200,200,0,1.0,0.6357509498832262,0.6678977761378049,0.2611718571857843,0.20224276446714792,1.0058060643265352,1.185757132053258,1.8355941320347282,1.5720681140120765,1.7665783300000626,0.1081192034134516,5.383361871839065,6.3363513119669514,0.6150336472373062,0.004930907288265202,0.015786395357654616,91,109,0.545,0,0,f64840e2eaa53158d498c64af456ff571ebc631f19a5f5e64e5784c17e5362fe,phase7_wo_md_grid_200m_w20_seed46,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed46\checkpoint.pt,abc55c3268263e77319142d241708d106b10c8d3be67a384d8a9dc28be54dc35,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
wo_tp,grid_200m,20,46,200,200,0,1.0,0.6357509498832262,0.6678977761378049,0.2611718571857843,0.20224276446714792,1.0058060643265352,1.185757132053258,1.8355941320347282,1.5720681140120765,1.7665783300000626,0.1081192034134516,5.383361871839065,6.3363513119669514,0.6150336472373062,0.004930907288265202,0.015786395357654616,91,109,0.545,0,0,f64840e2eaa53158d498c64af456ff571ebc631f19a5f5e64e5784c17e5362fe,phase7_wo_tp_grid_200m_w20_seed46,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed46\checkpoint.pt,abc55c3268263e77319142d241708d106b10c8d3be67a384d8a9dc28be54dc35,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
wo_co,grid_200m,20,46,200,200,0,1.0,0.6564455434000418,0.687431229608225,0.24819230870325282,0.24568826285416845,1.0035980907514561,1.185757132053258,0.28166492718625136,0.2685363288114411,0.13682469071273987,0.08225458209092311,0.48467260418512553,0.50946395920316,0.5994943551888215,0.005513399672687262,0.051437788538533,200,0,0.0,0,0,3e273723fa2057ff611c7f5347fb8a232d72b272b95bd4b32beca34c16ef9cf8,phase7_wo_co_grid_200m_w20_seed46,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_46.json,aa472acef9b1e2caa6ea22899fbbc437d529a36e00b6a85dc0bf0b1af017afa4,4e25265
CoTOP,grid_200m,20,47,200,200,0,1.0,0.6338311473956014,0.6589692071198514,0.22255011724922633,0.27466889606057193,0.955729845849628,1.2011768340617839,0.9392397661641673,0.3678319154279589,1.2530405085282885,0.08237096543217283,3.6386421141924856,5.433349888687474,0.583363750556348,0.005301261291462616,0.04516613554779079,5,195,0.975,0,0,c1dab3731641072e168ae6e5eb5781f4de7b1ffd7ccf4f643aa3c699ac978f02,phase7_CoTOP_grid_200m_w20_seed47,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w20_seed42\checkpoint.pt,412c841b9e2d6415443d110e936113d2dbcb56034151125dd0369be6067a4616,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_seed47.json,3cdf11673187d597401c2fc022de6cdf5ba2561f6bc1524c09d3145428f85316,4e25265
DDQN,grid_200m,20,47,200,200,0,1.0,0.6211593220750641,0.6439502309292415,0.2387891467716751,0.2240823692775912,0.9849468503872878,1.2011768340617839,3.0694529711520375,3.097167738813062,1.7851604759971584,0.25308280986636766,5.903810426568416,6.402721965370608,0.6046658826062267,0.004682121445385276,0.011811318023452104,27,173,0.865,0,0,6ae82939e32ab7bb2b5751c5ee25e39010d74882e20fd7181f1623353d5a224e,phase7_DDQN_grid_200m_w20_seed47,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w20_seed42\checkpoint.pt,bc01a171337842f89c8b606499e92f737e3aacabb274577f9f71fb3ee07ce94c,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w20_seed47.json,3cdf11673187d597401c2fc022de6cdf5ba2561f6bc1524c09d3145428f85316,4e25265
